"","w","age"
"4782",3300,62
"4783",4000,64
"4784",3000,60
"4785",3000,47
"4786",1800,49
"4787",2100,48
"4788",3000,57
"4789",3500,48
"4790",2000,25
"4791",1800,21
"4792",4000,48
"4793",2700,24
"4794",1800,40
"4795",1800,35
"4796",2500,46
"4797",2100,36
"4798",3700,40
"4799",3400,33
"4800",2300,43
"4801",2600,32
"4802",3300,47
"4803",3000,38
"4804",3000,37
"4805",1880,48
"4806",4100,40
"4807",2100,21
"4808",2650,23
"4809",2500,54
"4810",2700,26
"4811",7000,55
"4812",2500,60
"4813",2000,35
"4814",3000,30
"4815",2000,54
"4816",2500,38
"4817",1780,56
"4818",1680,40
"4819",1700,63
"4820",1800,65
"4821",5000,40
"4822",2200,65
"4823",3000,57
"4824",1900,42
"4825",3000,25
"4826",1900,55
"4827",1700,49
"4828",2900,35
"4829",1800,53
"4830",3200,25
"4831",2017,62
"4832",4000,45
"4833",2000,44
"4834",4000,38
"4835",3000,25
"4836",2000,55
"4837",2000,60
"4838",2800,63
"4839",2500,47
"4840",5000,39
"4841",3600,53
"4842",2400,62
"4843",2100,38
"4844",2000,27
"4845",7000,67
"4846",2100,49
"4847",2200,27
"4848",2200,39
"4849",3000,31
"4850",2600,32
"4851",1900,39
"4852",2300,50
"4853",6500,41
"4854",4000,57
"4855",2500,39
"4856",3700,23
"4857",3300,47
"4858",1900,55
"4859",2600,40
"4860",2600,38
"4861",3000,49
"4862",4500,47
"4863",1800,35
"4864",4100,39
"4865",2600,30
"4866",3000,47
"4867",4500,43
"4868",2500,33
"4869",2100,26
"4870",2550,35
"4871",3000,45
"4872",4800,43
"4873",3500,45
"4874",1800,32
"4875",3000,50
"4876",2500,49
"4877",2500,36
"4878",3200,46
"4879",3500,34
"4880",2200,24
"4881",2500,28
"4882",1700,40
"4883",3000,41
"4884",3200,32
"4885",4000,32
"4886",2700,32
"4887",1800,65
"4888",6000,28
"4889",1920,51
"4890",1800,48
"4891",2300,31
"4892",2100,45
"4893",2000,21
"4894",5000,31
"4895",2400,66
"4896",6000,41
"4897",4200,35
"4898",2150,52
"4899",8000,54
"4900",3500,65
"4901",2600,64
"4902",2800,29
"4903",2100,40
"4904",10000,26
"4905",2570,44
"4906",1800,61
"4907",3800,57
"4908",2500,39
"4909",2000,46
"4910",4000,39
"4911",2000,28
"4912",750,45
"4913",1600,50
"4914",1920,27
"4915",5000,41
"4916",4900,43
"4917",1000,46
"4918",2200,67
"4919",1950,34
"4920",4000,50
"4921",2600,42
"4922",5000,59
"4923",2000,45
"4924",3500,53
"4925",4000,54
"4926",2600,55
"4927",3400,52
"4928",4000,41
"4929",1900,36
"4930",8000,48
"4931",2500,26
"4932",4000,32
"4933",2500,46
"4934",2500,45
"4935",2800,27
"4936",2000,32
"4937",3900,43
"4938",2200,43
"4939",2080,40
"4940",1000,21
"4941",2000,27
"4942",4000,31
"4943",7500,39
"4944",5000,41
"4945",3800,41
"4946",3500,48
"4947",2300,46
"4948",3200,44
"4949",2500,50
"4950",4000,49
"4951",2200,31
"4952",3500,33
"4953",4000,46
"4954",1700,29
"4955",1630,58
"4956",1640,45
"4957",6000,59
"4958",7000,56
"4959",3400,47
"4960",4600,40
"4961",2600,44
"4962",2500,62
"4963",1800,46
"4964",1800,56
"4965",1940,39
"4966",2600,55
"4967",5000,52
"4968",1650,30
"4969",3100,55
"4970",2100,35
"4971",4000,56
"4972",2100,25
"4973",2000,55
"4974",3500,52
"4975",2000,55
"4976",3475,64
"4977",3400,52
"4978",3000,37
"4979",2060,24
"4980",3200,25
"4981",1950,32
"4982",2100,24
"4983",2000,58
"4984",2500,53
"4985",2017,28
"4986",10000,40
"4987",2900,59
"4988",1900,26
"4989",2800,46
"4990",2400,38
"4991",2300,28
"4992",3360,35
"4993",3000,60
"4994",7000,45
"4995",1680,60
"4996",4000,58
"4997",1900,59
"4998",2300,34
"4999",2500,56
"5000",2200,29
